#NAME,PTLG002_1,PTLG003_1,PTLG004_1,PTLG005_1,PTLG007_1,PTLG008_1,PTLG009_1,PTLG010_1,PTLG012_1,PTLG015_1,PTLG016_1,PTLG018_1,PTLG019_1,PTLG020_1,PTLG022_1,PTLG024_1,PTLG029_1,PTLG002_2,PTLG003_2,PTLG004_2,PTLG005_2,PTLG007_2,PTLG008_2,PTLG009_2,PTLG010_2,PTLG012_2,PTLG015_2,PTLG016_2,PTLG018_2,PTLG019_2,PTLG020_2,PTLG022_2,PTLG024_2,PTLG029_2,PTLG002_3,PTLG003_3,PTLG004_3,PTLG005_3,PTLG007_3,PTLG008_3,PTLG009_3,PTLG010_3,PTLG012_3,PTLG015_3,PTLG016_3,PTLG018_3,PTLG019_3,PTLG020_3,PTLG022_3,PTLG024_3,PTLG029_3,PTLG002_4,PTLG003_4,PTLG004_4,PTLG005_4,PTLG007_4,PTLG008_4,PTLG009_4,PTLG010_4,PTLG012_4,PTLG015_4,PTLG016_4,PTLG018_4,PTLG019_4,PTLG020_4,PTLG022_4,PTLG024_4,PTLG029_4
N1-Methyl-2-pyridone-5-carboxamide,0.0550991485,0.06030218125,0.0745380945,0.04959586675,0.0507334805,0.133186114,0.037816105,0.05168871,0.03321122125,0.041741827,0.07142824975,0.030366572,0.04857051525,0.03479748875,0.02934365675,0.0228139705,0.0470157965,0.0559225665,0.07017664125,0.0358034745,0.058521376,0.0302498705,0.02561081125,0.03681048225,0.03489337525,0.03855813325,0.0541846935,0.096212199,0.01529278375,0.054852924,0.0365151695,0.02808937625,0.0380948635,0.045252089,0.03899949525,0.044423526,0.05289375975,0.0325139075,0.0179595575,0.00908508725,0.0390643365,0.02648998525,0.038122591,0.0526402265,0.07283866325,0.0189555935,0.02675687425,0.051882891,0.0468398785,0.0217443975,0.031109761,0.03691902825,0.0556576675,0.0373115005,0.03082538725,0.0074310935,0.0412183055,0.021871561,0.0230206995,0.0359548915,0.02675658975,0.03954978775,0.0348974185,0.026721983,0.055978577,0.0391026025,0.029663683,0.01945272225
Barringtogenol C,0.057662228714286,0.074767404714286,0.110278469714286,0.084341559428571,0.213302686142857,0.138750035857143,0.063941253857143,0.072353741285714,0.044112077,0.042774471571429,0.070816598857143,0.100302262142857,0.031064500857143,0.042276894571429,0.080910813714286,0.051007958571429,0.071929104285714,0.059320711142857,0.080164416571429,0.054898365285714,0.102395895571429,0.083198378142857,0.050251528,0.052026839571429,0.058958660142857,0.045307505571429,0.049396633428571,0.091742997714286,0.107264343714286,0.043657796428571,0.045102229142857,0.052337096142857,0.052062161142857,0.057841338714286,0.027397823142857,0.034364533857143,0.057612456285714,0.053892117857143,0.088040272142857,0.050424159285714,0.059420886428571,0.045340007714286,0.039090381714286,0.052051331,0.068255294857143,0.140933742714286,0.029442031428571,0.038979464857143,0.060328547285714,0.043994611571429,0.045380089142857,0.024749077142857,0.021607419,0.038391787714286,0.041655016714286,0.097528171,0.036280558571429,0.049135239571429,0.044676301,0.033045743571429,0.033736705,0.032001162285714,0.097375387428571,0.024173164428571,0.052754198142857,0.058515708428571,0.049817158428571,0.054973051857143
3beta-Acetoxy-11alpha-methoxy-12-ursen-28-oic acid,0.057382463,0.056692533,0.067014164,0.0516164,0.091558005,0.134262229,0.026823991,0.060436399,0.030926258,0.027714074,0.067020831,0.049763751,0.024354708,0.03493786,0.038326928,0.031296845,0.057115831,0.052841741,0.060339957,0.032880416,0.063938748,0.03427518,0.024602761,0.028366171,0.035147633,0.032443958,0.044346689,0.09087834,0.049042289,0.038628015,0.031953359,0.043867268,0.037167713,0.038824717,0.024636365,0.026369165,0.030385423,0.041614368,0.036986162,0.021985361,0.032692438,0.038968465,0.025624505,0.045104992,0.062129369,0.056713231,0.021555579,0.029491782,0.038792665,0.03487765,0.024796314,0.022605632,0.013346213,0.024102062,0.022934211,0.034241653,0.019288186,0.021878689,0.032912513,0.026709059,0.027563526,0.019276909,0.033915206,0.019337912,0.048039059,0.029136149,0.027670762,0.023343944
Basilimoside,0.04493315375,0.0590499555,0.0632840915,0.05531613575,0.117367835,0.13811012,0.0361698485,0.065968085,0.024158007,0.028585676,0.068187938,0.04897861125,0.023474599,0.026085861,0.04735493275,0.05031868875,0.05643568025,0.050158991,0.06027181775,0.025558601,0.07138237775,0.0346419165,0.0262666095,0.027509418,0.03949748275,0.02944991525,0.04381860925,0.0993493505,0.07044183775,0.03790882275,0.02714508775,0.02988045075,0.0385629425,0.04092026825,0.02382003675,0.02437299725,0.02784601475,0.0439386495,0.03013921475,0.0555949235,0.03569310875,0.02325410475,0.02380630925,0.04401906525,0.06210048525,0.09590379275,0.01848482675,0.02712718425,0.04367921925,0.03005036575,0.0207822065,0.0211470035,0.01246014675,0.02570287025,0.02369779425,0.06315043975,0.02357470975,0.0311099175,0.0343008685,0.02288974125,0.02192804925,0.0214909685,0.05262215825,0.013243245,0.04625188225,0.0404347485,0.03113125875,0.0391408445
2s-Pyrrolidin-2-Ylmethylamine,0.040983833,0.049911143,0.053143402,0.045142262,0.045710933,0.132127336,0.024783337,0.045040396,0.020507208,0.024830613,0.06638142,0.015305743,0.02631854,0.022769857,0.024410161,0.021580595,0.043067113,0.04890144,0.05346914,0.009850366,0.052238371,0.02942539,0.014633587,0.026127065,0.026641461,0.030355855,0.045964473,0.089946152,0.011710825,0.039922421,0.025308977,0.019794265,0.035844515,0.036822536,0.028492539,0.029439687,0.019175094,0.019453034,0.020900527,0.006302158,0.029130586,0.017859121,0.026937685,0.044866964,0.063793395,0.018444326,0.018252893,0.035262189,0.036636729,0.02214285,0.026807094,0.025986739,0.016067982,0.027971949,0.021666556,0.010488122,0.02169612,0.011703007,0.021866688,0.028633045,0.018875984,0.020037592,0.034415227,0.017710384,0.04855676,0.022633733,0.0234521,0.011755335
4-Methylpiperazin-1-Yl Carbonyl Group,0.04825789,0.055510766,0.0634064905,0.04936147,0.05214498,0.13419048,0.036551348,0.0569688195,0.036948176,0.0440702265,0.070108064,0.0339391525,0.0397486735,0.0403785365,0.042933385,0.0399364505,0.05506509,0.056278815,0.05917861,0.029733511,0.061720175,0.041801582,0.032648617,0.043101954,0.044047664,0.0500757315,0.057903918,0.094423459,0.0329258895,0.0503227745,0.0434578255,0.0382833215,0.050128139,0.0434456375,0.0425900565,0.047645833,0.041826857,0.039774098,0.0406031465,0.0247517955,0.0495972305,0.038517647,0.0431604145,0.0509923855,0.075032399,0.041274677,0.0361601395,0.067716057,0.0449761055,0.045500939,0.061087262,0.044043225,0.0366195755,0.0442760605,0.0401450965,0.0404127445,0.0383343555,0.026836901,0.0408683785,0.054248755,0.0350091945,0.0393886735,0.056239278,0.0363738375,0.0633080065,0.0469665495,0.0413633385,0.030566077
Chlorpromazine,0.3892006165,0.4449321525,0.74825997,0.42157336,0.4584483335,0.211497763,0.397550274,0.448597045,0.7383661315,0.6020964195,0.32333957,0.859925691,0.494823223,0.548692768,0.686487644,0.6914416835,0.038830631,0.5549743685,0.458981646,0.6474061455,0.6633556995,0.475566368,0.721480353,0.5792372385,0.593546412,0.689656677,0.3557136765,0.158534623,0.509876313,0.397250865,0.7359970855,0.5237782085,0.523518722,0.035966139,0.4874321705,0.8032046155,0.8235405535,0.582425085,0.7228989665,0.6328381265,0.7983442305,0.621255408,0.4667290625,0.4520623045,0.3495611005,0.72264531,0.764827787,0.9234419365,0.277952481,0.7334300765,0.0129283535,0.660251922,0.503934211,0.350008978,0.857064555,0.8004658025,0.53783762,0.373031316,0.7388276195,0.555470046,0.8596982975,0.5948031785,0.4430323815,0.742932179,0.3336413665,0.536019644,0.5523011375,0.047022164
"DG150/1846Z,9Z,12Z,15Z/00",0.075667797,0.111163026666667,0.128107661833333,0.116009355,0.283631869833333,0.1614397945,0.278068828833333,0.1595182655,0.077510351166667,0.147474102,0.104966985166667,0.3100077715,0.052980051666667,0.084866691,0.2220420875,0.196686462833333,0.140684772,0.071892600333333,0.113850672833333,0.124868938666667,0.148038837166667,0.128334287833333,0.125765499,0.109801731166667,0.147744858666667,0.073617890333333,0.074505747666667,0.103671748333333,0.317511712,0.061262151833333,0.081584583833333,0.126558430666667,0.109680627,0.091340385666667,0.0409355855,0.0569981165,0.104238964833333,0.125126960333333,0.125890069666667,0.159564353333333,0.198074925666667,0.079737763666667,0.051684463333333,0.074915979666667,0.093208603,0.432917486833333,0.086294978166667,0.055405035833333,0.109561902166667,0.1241677995,0.068690639,0.037331442,0.051347908833333,0.059059941166667,0.090553674833333,0.285353218166667,0.1057816895,0.174192079166667,0.1131634055,0.052163166166667,0.080893145333333,0.129564498666667,0.289250480833333,0.041931402166667,0.060037305,0.202865001833333,0.1608059725,0.177621107166667
"DG150/1836Z,9Z,12Z/00",0.073394991222222,0.100069316333333,0.118512897888889,0.114241747,0.180101185666667,0.155459971333333,0.129669461444444,0.126826012777778,0.073631158,0.098832685,0.092542775888889,0.193685310777778,0.041425283222222,0.064652092888889,0.143976978666667,0.155805342777778,0.115029730444444,0.073059885666667,0.112918738333333,0.098537600444444,0.150321410888889,0.096226067333333,0.117163565111111,0.078297428666667,0.112103826888889,0.074610018888889,0.067509610666667,0.100294295,0.215037822555556,0.057683388777778,0.075228055666667,0.097663772888889,0.092869891555556,0.088287509888889,0.051488780333333,0.055008069888889,0.087248398888889,0.116782640666667,0.095740493555556,0.211841869,0.110685061888889,0.069857660555556,0.050390731111111,0.066736446555556,0.085350475555556,0.270828832888889,0.047392770888889,0.055395995333333,0.098104287888889,0.095631538333333,0.065234197,0.035230366333333,0.048426099777778,0.054400455777778,0.080914193777778,0.211394159,0.101735164111111,0.109490672111111,0.101019192555556,0.049481837222222,0.062862129,0.062440245555556,0.211801876555556,0.033187833777778,0.054661861222222,0.151153996777778,0.092834635222222,0.176091782666667
Fomepizole,0.04479696,0.055240917,0.063142822,0.048407169,0.053774317,0.132967454,0.030968228,0.047664531,0.02493113,0.025353112,0.068295587,0.020392015,0.028649819,0.024292841,0.028700785,0.025834558,0.045342452,0.05475734,0.057893849,0.012478368,0.063264468,0.031181031,0.020321975,0.029923771,0.029658761,0.036985724,0.048079505,0.090694344,0.011983685,0.043749449,0.029949654,0.021175462,0.037670307,0.039866683,0.031047251,0.037733408,0.021254099,0.021902042,0.025035663,0.008430582,0.038289771,0.019600759,0.029747975,0.205396798,0.063823784,0.023925625,0.020277675,0.043217699,0.042695355,0.024776126,0.021012288,0.031248917,0.018533196,0.029392057,0.031601305,0.012665888,0.022617968,0.015964052,0.024458693,0.027924197,0.023600695,0.01938299,0.031358094,0.019059313,0.049762957,0.024227591,0.023524189,0.014904402
Imidazole-4-acetaldehyde,0.0461330235,0.065549943,0.0682968035,0.0483131895,0.0512673245,0.135376632,0.050068323,0.0597267285,0.0440409755,0.058761784,0.070862229,0.028008571,0.0370068905,0.0378296915,0.052729858,0.0401163385,0.072879359,0.054071983,0.082740487,0.053242734,0.0587502565,0.0513531825,0.035855685,0.0389863555,0.039465132,0.0605163025,0.056001554,0.0955095455,0.0200783215,0.048918479,0.0432621375,0.0327924095,0.0438924875,0.0542643055,0.0450188305,0.04902225,0.0685419175,0.0533431535,0.0449996275,0.0330691195,0.052222665,0.0340801535,0.044791707,0.1503481555,0.067353319,0.03928344,0.023573334,0.0475117585,0.0476953245,0.0360859415,0.0480227445,0.0404316455,0.0628798015,0.058767592,0.050402666,0.019690456,0.0314427355,0.026314967,0.0376515895,0.045994325,0.0321245145,0.025275316,0.0333282215,0.028390271,0.068649049,0.0339217295,0.0366502425,0.0838861515
5-Hydroxykynurenamine,0.0437868385,0.0533047645,0.0570150485,0.0466700155,0.0488373755,0.1323263945,0.027970561,0.044705952,0.0211401295,0.022706982,0.067233569,0.0162792735,0.027097358,0.022858504,0.0238471465,0.0207202005,0.051410401,0.0509094095,0.0569714995,0.0101555195,0.054646396,0.0305945495,0.01587266,0.0267432375,0.0261841885,0.03026575,0.0455311585,0.0904173265,0.010082195,0.040068171,0.0257591315,0.018895944,0.0354398035,0.055529014,0.0284223655,0.0292921305,0.017864658,0.0209559305,0.019512524,0.0067661785,0.030658491,0.0171893095,0.0279988055,0.064284168,0.063386788,0.0179442835,0.0197671935,0.03322359,0.040130252,0.0212658055,0.0430576265,0.028368222,0.0171405395,0.028845597,0.0228831695,0.0084419135,0.025698324,0.0145816175,0.0224948085,0.0271623135,0.0216539095,0.0203453815,0.0367996735,0.017378682,0.047606223,0.0240192585,0.0235457385,0.0374262505
Metharbital,0.0441263145,0.0562797515,0.061505514,0.0470310305,0.046885275,0.132272975,0.0235594355,0.0416016535,0.0186738325,0.019028747,0.0666551035,0.0121408655,0.024942308,0.017910454,0.0270310585,0.023028753,0.0395209035,0.054597064,0.0621093195,0.015635921,0.05269517,0.026634372,0.015547168,0.022579656,0.0253106265,0.0304310125,0.043106723,0.089113047,0.00602242,0.038049632,0.0261012215,0.016077998,0.0361182945,0.036854032,0.0336642755,0.023994783,0.018203695,0.0187186005,0.016008864,0.0075563125,0.02802157,0.0120114715,0.024169452,0.0638641495,0.061840906,0.0150538095,0.016553772,0.0274444035,0.036138667,0.0148047395,0.0152291285,0.037105844,0.0186132565,0.0287538535,0.0190294515,0.005560668,0.0231773645,0.0111950905,0.0208439895,0.0225914895,0.0209667415,0.0200839925,0.0290113895,0.0133032415,0.0472935785,0.017866916,0.0209751305,0.02815842
"5,8-Tetradecadienoic acid",0.050821519,0.054150155,0.056792935,0.056574033,0.054118092,0.1360308305,0.05353719,0.051173718,0.0220781155,0.045955645,0.067232237,0.033508535,0.0462867585,0.0245793425,0.0281504295,0.0468983655,0.067577002,0.050969352,0.0609083145,0.0174892195,0.0589288685,0.043062478,0.021658015,0.0300922135,0.028894844,0.027914883,0.0490218665,0.09077334,0.0288765835,0.0512636905,0.0251648105,0.029255295,0.0493072455,0.039665745,0.0354894965,0.028141031,0.0207734115,0.022493218,0.024937579,0.0347517795,0.03754776,0.021244432,0.024164623,0.046053346,0.06360251,0.0304575065,0.0169265325,0.0281346735,0.0441038945,0.026179232,0.0208619265,0.023939087,0.012973522,0.0261595095,0.0248758275,0.02675174,0.022888391,0.023294418,0.029261911,0.0241714175,0.0176316005,0.0197667,0.034434695,0.017480299,0.0452488055,0.037235273,0.0303655435,0.035374448
Biotin,0.044017976,0.055697892,0.056853342,0.047316774,0.050238056,0.13228694,0.024844829,0.043638504,0.019952785,0.023961986,0.066382068,0.01486955,0.025942413,0.021002823,0.023095714,0.018963913,0.040781273,0.050780962,0.059514125,0.01074702,0.056063999,0.030509039,0.014556792,0.025698309,0.025920668,0.027010981,0.045749736,0.089193083,0.010688305,0.04019576,0.024406508,0.019086683,0.033450733,0.037073878,0.028484807,0.027328946,0.018432311,0.031684793,0.020541682,0.005717006,0.027161888,0.015145514,0.027653867,0.164538886,0.063227579,0.017341615,0.01714594,0.030066316,0.037576562,0.01817101,0.020187582,0.026725734,0.019775462,0.027261622,0.021019659,0.008656765,0.023212362,0.012353506,0.019620223,0.025709973,0.021770252,0.02254941,0.031450809,0.016593385,0.047585404,0.023851208,0.023961078,0.012706769
S-Acetyldihydrolipoamide,0.0419340915,0.050749685,0.0527104765,0.045559043,0.0465147825,0.1322598535,0.025978413,0.0453734035,0.022599123,0.0339842305,0.0660679345,0.0164776755,0.028050058,0.024323273,0.0421515315,0.025472307,0.0472772035,0.04907548,0.0542724445,0.0141523475,0.052618127,0.039681558,0.016708813,0.029479861,0.0280508255,0.0302545205,0.047573068,0.091749682,0.0106253915,0.039979597,0.0261764575,0.0224971145,0.0397060605,0.0383058805,0.0308443525,0.033757206,0.0246115765,0.0284199285,0.042959904,0.0085653865,0.033884471,0.025115561,0.029537202,0.0559656485,0.0660864055,0.025618207,0.021278514,0.031711097,0.036882519,0.0308079955,0.0239451915,0.042073506,0.046954743,0.0309956835,0.0249668775,0.019607122,0.019333009,0.0175027135,0.0276097455,0.031522089,0.0225497455,0.0194124825,0.030175999,0.024681991,0.051373074,0.023897386,0.029128126,0.0290637645
Ganoderiol C,0.060724681,0.073537722888889,0.101766900111111,0.083546444666667,0.192092044,0.139475446111111,0.066079528777778,0.077231286666667,0.040758455444444,0.053011453444444,0.073797367222222,0.105743399,0.031482220222222,0.044376857222222,0.090259165,0.057941377777778,0.078629080444444,0.061308901777778,0.081164530666667,0.051115420666667,0.100404231,0.069590665,0.047274031222222,0.050266449333333,0.067411171222222,0.042693101666667,0.050431476888889,0.092792210555556,0.123494158666667,0.044816666222222,0.045996143888889,0.048234088555556,0.053953419666667,0.062149684222222,0.028992050888889,0.033363206222222,0.054269238,0.057252152333333,0.070536797111111,0.056244976555556,0.075162407777778,0.046187206444444,0.036460754222222,0.053313701333333,0.071451634333333,0.180533162111111,0.034394868,0.039319440111111,0.061625995333333,0.045818511111111,0.047000597888889,0.026241727777778,0.022780063666667,0.037753293222222,0.042553388222222,0.101186337444444,0.038273846888889,0.058840302777778,0.046513686666667,0.031814511666667,0.036520709777778,0.043674751,0.123076910666667,0.026787891222222,0.051568426222222,0.066196436777778,0.058391940111111,0.064467696111111
Nookatone,0.042959011333333,0.051884684333333,0.05381029,0.046745206333333,0.048909104666667,0.132836625333333,0.029838182333333,0.048385907333333,0.025137987333333,0.022080563666667,0.070322108,0.021432606666667,0.031100177666667,0.027932031333333,0.027354403,0.020898047666667,0.042576538666667,0.049605668,0.054773600333333,0.011685404666667,0.054384647,0.029935652,0.014328144,0.024244006,0.028769934333333,0.027885400333333,0.049892491666667,0.090223417666667,0.022890911,0.047571722666667,0.026221075333333,0.022322864666667,0.034465542333333,0.045169597666667,0.027556191333333,0.031931661,0.021573760666667,0.02827073,0.027634624333333,0.012330722666667,0.03118106,0.030964576,0.027819257333333,0.044676790333333,0.066407493,0.023623991,0.018621133666667,0.029919697666667,0.040740619333333,0.026988137666667,0.018416169333333,0.026293703333333,0.01284964,0.029643796333333,0.025130690666667,0.012123593666667,0.020445451,0.022565821666667,0.022239498333333,0.026924480666667,0.023748361,0.018531478666667,0.035930913333333,0.022272817333333,0.049114506,0.025317521666667,0.021148099,0.011823471
Progabide,0.045786988125,0.0578766275,0.06748091725,0.0484264315,0.052756412875,0.13676250175,0.057915985875,0.06714980775,0.048981832625,0.04616712675,0.08185138975,0.04535584625,0.055948746,0.045635285625,0.048555525875,0.049840848875,0.055606883625,0.055012335125,0.0614902725,0.041622115625,0.0604535,0.0544834005,0.047080462625,0.05536559125,0.05570114,0.0547922115,0.068504717,0.09910407625,0.044705662875,0.066738508375,0.05671583725,0.040904439375,0.055205213375,0.056542975875,0.05667696125,0.0670657095,0.05023982575,0.049540976125,0.044931968,0.033912182125,0.061150116,0.042000992,0.0522157375,0.047908231375,0.074650841,0.042065460375,0.038829290875,0.061306488375,0.061237422375,0.049213873375,0.03754409225,0.039889219,0.03096354775,0.04316041825,0.04333585925,0.036442128,0.03820962475,0.030865776,0.0391834955,0.0475949905,0.0402819775,0.039303880125,0.056724615625,0.034866845125,0.05860234575,0.042906709375,0.0395414685,0.024685654375
2-Methylbutyrylglycine,0.0494081455,0.108093376,0.283151787,0.0653471065,1.4561397815,0.156507103,0.029255073,0.1328119835,0.0353700585,0.0531819675,0.100926218,0.0174228475,0.032051536,0.662975104,0.0570087605,0.0183836275,0.0486594545,0.0551506315,0.0658513775,1.0577291405,0.1103230395,0.0525180205,0.3216663565,0.032744834,0.04215288,0.135620746,0.0801325845,0.125935008,0.0084010095,0.069696975,0.5025198715,0.1966729265,0.033551364,0.0746470935,0.0329536075,0.092146508,0.0974249485,0.0425609945,0.040068088,0.076740093,0.039684437,1.2028554255,0.136555439,0.342509943,0.0750961755,0.0196360395,0.072243465,1.15382603,0.1404279275,0.0173631055,0.1194087195,0.043549995,0.0720484435,0.328278246,0.0467373205,0.0296188295,0.1121928305,0.017816996,0.041308462,0.086698877,0.337145289,0.08426056,0.0499467255,0.407125472,0.1562214005,0.0281042595,0.026268362,0.5591357975
Aciclovir,0.040791284,0.049777221,0.052127958,0.045078086,0.045614658,0.137454264,0.037839658,0.078677931,0.05288802,0.054071748,0.066476104,0.039885619,0.041912991,0.053706216,0.052131829,0.044214049,0.067864748,0.04826664,0.05331798,0.054247565,0.052011688,0.058072782,0.037236518,0.052682775,0.049751617,0.048833146,0.052188753,0.089403406,0.043371814,0.050261812,0.051191482,0.045325915,0.042662911,0.039437822,0.057252294,0.063752737,0.052962096,0.055226663,0.06213716,0.028124316,0.045953753,0.043394876,0.041050693,0.1179515,0.065243845,0.043005455,0.029484044,0.037712905,0.040033573,0.041620774,0.025743012,0.034857486,0.028280886,0.027190244,0.026216482,0.025366375,0.024256221,0.027820877,0.030037514,0.039293748,0.028059533,0.023233787,0.030305532,0.028518538,0.056579991,0.029950893,0.032700847,0.017388971
Acetone cyanohydrin,0.044785702333333,0.054175191333333,0.056854492666667,0.047032691333333,0.049294161666667,0.132114259,0.027659286333333,0.043691610333333,0.020632885,0.021968781,0.067430368,0.017184553,0.02753524,0.022363575333333,0.023105225,0.019756394666667,0.041775024666667,0.051846372666667,0.059053886,0.009947546333333,0.055095877666667,0.029668986,0.014267829,0.027217987,0.025152046666667,0.028777124,0.045563311333333,0.090052948333333,0.011436714666667,0.041032421333333,0.025023391,0.018413422666667,0.03418437,0.040133137333333,0.028405588333333,0.030223492333333,0.016711235,0.017746222666667,0.019022908333333,0.00601985,0.031783869333333,0.017885924333333,0.027814161333333,0.048657137666667,0.062703748666667,0.016225314666667,0.019792301333333,0.034785026333333,0.039757987,0.018717428,0.019697262333333,0.027960756666667,0.018538556666667,0.028740843333333,0.023746700666667,0.006891902333333,0.021180931,0.013412021666667,0.020936061,0.027076266666667,0.018999185666667,0.020184543666667,0.032935009333333,0.018466111666667,0.047192193333333,0.022176681,0.022552264,0.011067646666667
L-Methionine,0.300957086,0.1860864005,0.1593645155,0.12956501,0.114428781,0.1488896185,0.1213818755,0.0931137015,0.1256511535,0.1118424425,0.1316685325,0.1697622325,0.109682265,0.1362964755,0.1011968105,0.1134223275,0.1083867945,0.165750951,0.16407528,0.149429156,0.154379207,0.1043319,0.275451654,0.228427766,0.1409502695,0.2011354645,0.0973425395,0.122843626,0.1175713575,0.135234338,0.1371822905,0.1149796715,0.1448885495,0.1103743785,0.143312067,0.0986488335,0.1079575915,0.0936841675,0.1020524725,0.132132719,0.20435227,0.0792602815,0.1273169525,0.0936487015,0.121362745,0.115410676,0.13776287,0.1339238335,0.1195581605,0.1425885505,0.100584082,0.2062856335,0.2382320135,0.133905547,0.085867081,0.22019988,0.084048863,0.2005301585,0.1694764645,0.2026849715,0.207377799,0.2233334245,0.132787897,0.143208601,0.1374749035,0.138941654,0.18254992,0.119546351
1-Methyladenosine,0.056801052,0.0742016,0.061409281333333,0.063411276,0.057391901,0.134370362333333,0.047751683666667,0.052316326333333,0.034687847666667,0.048335784,0.081109526666667,0.038745143666667,0.054602480333333,0.033497534,0.046914393666667,0.039994755666667,0.053949071333333,0.066834642,0.085096349,0.023928772,0.068474230333333,0.043911715666667,0.023927192666667,0.059133133,0.049466065333333,0.034533790666667,0.061639913666667,0.113255407,0.025384777666667,0.052729135,0.029587225666667,0.030051418333333,0.056820518666667,0.054712214,0.067140391666667,0.040879417666667,0.038482852666667,0.037229471666667,0.044313953666667,0.021494628,0.046549325333333,0.030744175333333,0.043635011666667,0.060455914333333,0.072903069,0.036790981666667,0.032487658666667,0.035224367333333,0.054342231,0.040342044,0.052151825,0.047192875333333,0.050692552333333,0.036117732666667,0.040157144333333,0.024384062666667,0.044748239666667,0.025043789666667,0.037360083666667,0.044051148333333,0.025215905333333,0.044354464333333,0.049722000666667,0.039623382666667,0.054796907666667,0.04293872,0.045957970333333,0.010465990333333
Cholesteryl acetate,0.048336591,0.056975694,0.061472584,0.063120866,0.050302142,0.13328382,0.02857973,0.047659489,0.02205532,0.024342399,0.06720363,0.014463573,0.031930956,0.020008107,0.023481335,0.021738686,0.047853425,0.055033622,0.059244629,0.009299933,0.055466383,0.030908802,0.013550615,0.027651518,0.026205346,0.046075327,0.047112617,0.089042024,0.007754058,0.043054383,0.025204349,0.024123474,0.03949986,0.04831081,0.036721662,0.045116365,0.019984434,0.016568745,0.017522698,0.008119288,0.062688611,0.015117317,0.031467085,0.048846748,0.071847287,0.013874007,0.034749216,0.033459409,0.0437984,0.020140329,0.018684375,0.029136068,0.014420626,0.03126182,0.024471976,0.003247048,0.026390927,0.012886623,0.023727119,0.026300486,0.02560955,0.020221672,0.029112816,0.025935726,0.051793502,0.020461506,0.027951674,0.010345152
"6-Hydroxymethyl-7,8-Dihydropterin",0.041155631,0.050082944333333,0.052391836,0.045191450666667,0.045979599,0.135526187333333,0.040666833333333,0.065053845333333,0.047197081,0.055178623666667,0.068823041,0.034142003333333,0.037521472333333,0.048272443666667,0.053100928,0.041990483,0.060980847333333,0.048873578666667,0.053645394333333,0.043437509,0.052088875,0.056523551666667,0.036315876,0.049642122666667,0.048007328333333,0.045788287666667,0.052739733,0.090614960333333,0.040183312666667,0.048411175333333,0.050086269333333,0.040541499,0.043615248333333,0.042786202,0.052906909333333,0.056922266,0.050651165666667,0.048696713333333,0.055018888,0.028016276666667,0.046305018333333,0.043171696,0.045779234666667,0.064993270333333,0.067212568666667,0.039718749,0.028395511666667,0.040430836666667,0.044122868333333,0.039156714,0.029203113,0.037483805666667,0.037251072333333,0.030681589,0.030819169333333,0.025242395333333,0.029021214666667,0.028487869666667,0.030662128333333,0.042666585,0.028033548,0.029209472666667,0.033945603333333,0.030470418333333,0.057741225333333,0.034436454,0.035735348,0.020567219666667
Promazine,0.047451955,0.053678517,0.059759358,0.049438263,0.049395582,0.132115961,0.031929357,0.045713165,0.027296848,0.021820387,0.067892665,0.014915042,0.028367578,0.023192585,0.022938343,0.020232305,0.039784194,0.054137298,0.056618787,0.01238517,0.061886794,0.030880492,0.014829642,0.027566374,0.025081017,0.032767492,0.045769545,0.089570235,0.012681684,0.041692775,0.026585717,0.017661642,0.035056816,0.038079787,0.026910072,0.030138685,0.017719571,0.018945926,0.020071933,0.00521946,0.03045587,0.019756509,0.025279578,0.059601546,0.06284404,0.016691885,0.018880575,0.037779061,0.041274388,0.020935966,0.015873889,0.029234014,0.017840841,0.026625584,0.028377969,0.006465902,0.022153151,0.01281085,0.021332402,0.026284122,0.019688711,0.01735495,0.037135261,0.016918943,0.047792461,0.021542989,0.021758224,0.005776025
Etidronic acid,0.046572091,0.050693507,0.081812942,0.047665382,0.048119649,0.138178355,0.057410365,0.060281891,0.027428264,0.019048996,0.065583843,0.027728064,0.023952092,0.039124114,0.02076342,0.021100075,0.051831772,0.070007941,0.053634172,0.037588332,0.076505819,0.026163133,0.017050102,0.022521278,0.022477206,0.031664066,0.046776629,0.08901106,0.008377059,0.041096119,0.022637528,0.059042079,0.035623946,0.039636145,0.023966001,0.034798079,0.024632837,0.025120024,0.022216769,0.032822268,0.044316381,0.018522988,0.021848883,0.043801417,0.08255519,0.035706756,0.025804206,0.053638029,0.036806944,0.052359752,0.014163631,0.040423125,0.009367683,0.026292328,0.050600511,0.05604489,0.016539638,0.010718691,0.02689327,0.022725915,0.03714953,0.013965967,0.036102013,0.04242101,0.057295812,0.019812753,0.020012444,0.011578893
